Date,City,Air Quality Index,Carbon Monoxide,Nitric Oxide,Nitrogen Oxide,Ozone,Sulfur Dioxide,Ammonia,Particulate matter 2.5 micrometers,Particulate matter 10 micrometers
2025-09-12 19:00:00,New York,3,151.82,0.14,2.11,135.03,2.83,0.21,13.43,14.9
2025-09-12 20:00:00,New York,3,152.43,0.09,2.23,134.32,2.61,0.2,13.67,15.21
2025-09-12 21:00:00,New York,3,152.33,0.09,2.3,133.62,2.41,0.19,13.78,15.39
2025-09-12 22:00:00,New York,3,152.4,0.07,2.46,132.61,2.24,0.19,13.85,15.53
2025-09-12 23:00:00,New York,3,158.35,0.08,4.01,122.54,2.08,0.23,13.94,15.96
2025-09-13 00:00:00,New York,3,165.78,0.03,5.74,107.34,1.83,0.27,14.02,16.54
2025-09-13 01:00:00,New York,2,169.3,0.0,6.0,96.25,1.56,0.26,13.9,16.88
2025-09-13 02:00:00,New York,2,167.74,0.0,5.55,86.04,1.25,0.21,13.38,16.81
2025-09-13 03:00:00,New York,2,166.89,0.0,5.35,76.35,0.99,0.14,12.84,16.77
2025-09-13 04:00:00,New York,2,166.02,0.0,5.37,68.03,0.83,0.09,12.24,16.54
2025-09-13 05:00:00,New York,2,163.0,0.0,5.39,58.32,0.64,0.07,11.55,15.98
2025-09-13 06:00:00,New York,2,157.55,0.0,4.8,48.73,0.48,0.05,10.96,15.45
2025-09-13 07:00:00,New York,2,150.54,0.0,4.0,41.44,0.4,0.05,10.41,14.93
2025-09-13 08:00:00,New York,2,144.85,0.0,3.55,35.18,0.37,0.06,10.04,14.57
2025-09-13 09:00:00,New York,1,140.96,0.0,3.42,29.77,0.37,0.07,9.89,14.3
2025-09-13 10:00:00,New York,1,138.8,0.01,3.6,25.14,0.41,0.11,9.83,13.96
2025-09-13 11:00:00,New York,1,138.73,0.02,4.19,21.08,0.47,0.13,9.75,13.54
2025-09-13 12:00:00,New York,1,146.44,0.12,5.81,15.77,0.42,0.13,9.75,13.52
2025-09-13 12:00:00,New York,1,141.47,0.02,4.74,24.67,0.48,0.13,8.71,13.33
2025-09-13 13:00:00,New York,1,163.35,1.37,7.26,12.33,0.39,0.13,9.81,13.71
2025-09-13 13:00:00,New York,1,154.72,0.68,6.3,20.18,0.43,0.12,8.86,13.61
2025-09-13 14:00:00,New York,1,164.43,2.52,5.22,24.73,0.48,0.1,8.86,13.89
2025-09-13 15:00:00,New York,1,167.81,3.31,4.51,31.4,0.58,0.12,8.88,14.29
2025-09-13 16:00:00,New York,1,167.7,3.11,4.31,41.31,0.75,0.14,9.23,15.02
2025-09-13 17:00:00,New York,3,139.95,0.23,1.35,107.18,1.21,0.02,9.11,11.97
2025-09-13 18:00:00,New York,3,136.77,0.11,0.91,114.0,1.06,0.02,9.31,11.36
2025-09-13 19:00:00,New York,3,135.11,0.08,0.96,113.74,1.0,0.02,9.05,11.03
2025-09-13 20:00:00,New York,3,135.66,0.08,1.11,113.06,1.01,0.03,9.08,11.27
2025-09-13 21:00:00,New York,3,135.98,0.1,1.22,111.65,1.04,0.03,9.21,11.83
2025-09-13 22:00:00,New York,3,136.13,0.1,1.36,110.54,1.04,0.04,9.18,12.22
2025-09-13 23:00:00,New York,3,137.52,0.09,1.9,106.02,1.04,0.06,8.99,12.5
2025-09-14 00:00:00,New York,2,139.78,0.02,2.55,99.05,1.01,0.08,8.69,12.75
2025-09-14 01:00:00,New York,2,140.26,0.0,2.52,94.89,0.94,0.08,8.26,12.69
2025-09-14 02:00:00,New York,2,145.07,0.0,3.08,93.67,1.05,0.11,8.74,13.03
2025-09-14 03:00:00,New York,2,143.27,0.0,2.89,90.84,0.96,0.1,8.21,12.57
2025-09-14 04:00:00,New York,2,142.55,0.0,2.97,87.7,0.92,0.12,7.88,12.19
2025-09-14 05:00:00,New York,2,141.62,0.0,3.07,82.04,0.84,0.15,7.66,11.81
2025-09-14 06:00:00,New York,2,140.56,0.0,3.04,74.64,0.73,0.15,7.6,11.59
2025-09-14 07:00:00,New York,2,139.59,0.0,2.94,68.0,0.66,0.15,7.67,11.52
2025-09-14 08:00:00,New York,1,138.15,0.0,2.97,59.4,0.56,0.13,7.84,11.54
2025-09-14 09:00:00,New York,1,137.05,0.0,3.07,50.08,0.47,0.12,8.06,11.63
2025-09-14 10:00:00,New York,1,136.5,0.0,3.28,42.81,0.43,0.13,8.28,11.76
2025-09-14 11:00:00,New York,1,137.06,0.0,3.8,37.0,0.44,0.15,8.51,11.96
2025-09-14 12:00:00,New York,1,145.27,0.01,5.58,32.89,0.51,0.19,8.84,12.46
2025-09-14 13:00:00,New York,1,159.39,0.3,7.84,31.93,0.7,0.28,9.26,13.06
2025-09-14 14:00:00,New York,1,167.3,1.66,7.18,35.81,0.95,0.38,9.58,13.44
2025-09-14 15:00:00,New York,1,173.13,3.02,6.63,35.4,1.04,0.45,9.75,13.66
2025-09-14 16:00:00,New York,2,177.61,3.42,6.69,40.85,1.4,0.56,10.26,14.19
2025-09-14 17:00:00,New York,3,150.96,0.16,4.06,108.97,3.11,0.4,13.68,15.71
2025-09-14 18:00:00,New York,3,142.43,0.07,2.67,116.61,2.33,0.16,12.05,13.35
2025-09-14 19:00:00,New York,3,139.96,0.04,2.49,116.25,1.95,0.13,10.14,11.16
2025-09-14 20:00:00,New York,3,140.63,0.03,2.66,114.94,1.8,0.15,9.07,9.96
2025-09-14 21:00:00,New York,3,140.73,0.03,2.9,111.02,1.69,0.18,8.73,9.59
2025-09-14 22:00:00,New York,3,140.66,0.03,3.15,107.25,1.58,0.18,8.46,9.38
2025-09-14 23:00:00,New York,2,146.02,0.03,4.62,97.24,1.51,0.22,8.31,9.54
2025-09-15 00:00:00,New York,2,152.81,0.01,6.16,84.8,1.45,0.25,8.32,9.99
2025-09-15 01:00:00,New York,2,155.1,0.0,6.39,76.65,1.3,0.23,8.28,10.36
2025-09-15 02:00:00,New York,2,152.41,0.0,6.1,67.59,1.01,0.17,7.94,10.32
2025-09-15 03:00:00,New York,1,151.08,0.0,6.2,58.52,0.76,0.12,7.66,10.33
2025-09-15 04:00:00,New York,1,150.47,0.0,6.48,50.43,0.61,0.1,7.41,10.27
2025-09-15 05:00:00,New York,1,146.82,0.0,6.47,42.46,0.48,0.08,7.09,9.97
2025-09-15 06:00:00,New York,1,143.23,0.0,6.27,34.53,0.4,0.07,6.91,9.79
2025-09-15 07:00:00,New York,1,139.26,0.01,5.87,28.1,0.36,0.06,6.87,9.74
2025-09-15 08:00:00,New York,1,136.8,0.01,5.54,23.37,0.37,0.05,6.99,9.78
2025-09-15 09:00:00,New York,1,137.22,0.01,5.4,22.54,0.42,0.04,7.27,9.99
2025-09-15 10:00:00,New York,1,140.57,0.01,5.62,25.97,0.56,0.02,7.81,10.47
2025-09-15 11:00:00,New York,1,145.43,0.0,5.85,42.0,1.12,0.0,9.18,11.84
2025-09-15 12:00:00,New York,2,156.17,0.0,7.52,43.8,1.34,0.0,10.95,13.7
2025-09-15 13:00:00,New York,2,172.1,0.41,9.74,46.54,1.76,0.01,12.78,15.79
2025-09-15 14:00:00,New York,2,183.55,1.44,9.81,57.54,2.64,0.03,14.32,17.75
2025-09-15 15:00:00,New York,2,192.3,1.95,9.75,61.79,2.86,0.09,14.9,18.9
2025-09-15 16:00:00,New York,2,194.28,1.58,9.28,72.31,3.16,0.09,15.49,20.18
2025-09-15 17:00:00,New York,3,158.98,0.35,3.37,104.93,1.56,0.01,9.67,12.34
2025-09-15 18:00:00,New York,3,146.54,0.16,1.51,109.81,0.8,0.04,6.39,8.08
2025-09-15 19:00:00,New York,3,141.92,0.13,1.11,110.62,0.59,0.05,5.47,6.91
2025-09-15 20:00:00,New York,3,139.35,0.12,0.97,111.49,0.51,0.06,5.05,6.35
2025-09-15 21:00:00,New York,3,136.87,0.12,0.94,111.73,0.47,0.07,4.85,6.12
2025-09-15 22:00:00,New York,3,135.46,0.12,1.04,111.28,0.46,0.07,4.73,6.02
2025-09-15 23:00:00,New York,3,137.71,0.12,1.66,109.12,0.58,0.08,5.14,6.81
2025-09-16 00:00:00,New York,3,143.56,0.04,2.53,106.15,0.78,0.08,6.22,8.7
2025-09-16 01:00:00,New York,3,148.38,0.0,2.84,104.07,0.87,0.08,7.35,10.71
2025-09-16 02:00:00,New York,3,149.06,0.0,2.8,102.01,0.88,0.06,8.15,12.31
2025-09-16 03:00:00,New York,3,149.74,0.0,2.78,100.43,0.88,0.05,8.67,13.51
2025-09-16 04:00:00,New York,2,149.61,0.0,2.8,98.7,0.86,0.03,8.78,14.0
2025-09-16 05:00:00,New York,2,146.37,0.0,2.58,96.29,0.81,0.01,8.53,13.91
2025-09-16 06:00:00,New York,2,142.95,0.0,2.22,95.32,0.81,0.0,8.18,13.71
2025-09-16 07:00:00,New York,2,139.35,0.0,1.92,94.51,0.81,0.0,7.84,13.48
2025-09-16 08:00:00,New York,2,137.14,0.0,1.86,93.63,0.84,0.0,7.59,13.34
2025-09-16 09:00:00,New York,2,135.95,0.0,2.0,92.06,0.91,0.0,7.46,13.49
2025-09-16 10:00:00,New York,2,135.67,0.0,2.31,90.18,1.03,0.0,7.54,14.05
2025-09-16 11:00:00,New York,2,136.45,0.0,2.8,88.12,1.18,0.0,7.69,14.18
2025-09-16 12:00:00,New York,2,139.37,0.0,3.72,85.81,1.32,0.01,7.73,13.49
2025-09-16 13:00:00,New York,2,142.93,0.02,4.92,83.81,1.42,0.05,7.77,13.0
2025-09-16 14:00:00,New York,2,142.9,0.13,5.14,83.6,1.3,0.07,7.29,11.39
2025-09-16 15:00:00,New York,2,140.09,0.24,4.55,83.16,1.12,0.08,6.58,9.61
2025-09-16 16:00:00,New York,2,136.84,0.29,3.72,82.72,1.0,0.07,5.94,8.44
2025-09-16 17:00:00,New York,2,132.5,0.23,2.43,83.79,0.8,0.06,4.79,7.16
2025-09-16 18:00:00,New York,2,128.61,0.2,1.59,84.36,0.67,0.06,3.93,6.44
2025-09-16 19:00:00,New York,2,125.91,0.19,1.23,84.62,0.58,0.05,3.43,5.81
2025-09-16 20:00:00,New York,2,123.97,0.19,1.06,85.36,0.54,0.05,3.09,5.25
2025-09-16 21:00:00,New York,2,121.9,0.19,1.07,84.35,0.54,0.04,2.97,5.25
2025-09-16 22:00:00,New York,2,120.28,0.19,1.22,82.4,0.53,0.05,2.95,5.64
2025-09-16 23:00:00,New York,2,119.45,0.13,1.55,80.66,0.54,0.05,3.05,6.24
2025-09-17 00:00:00,New York,2,118.96,0.02,1.77,79.5,0.56,0.05,3.3,7.02
2025-09-17 01:00:00,New York,2,118.29,0.0,1.68,79.58,0.56,0.04,3.58,7.68
2025-09-17 02:00:00,New York,2,117.01,0.0,1.56,79.92,0.54,0.03,3.72,6.97
2025-09-17 03:00:00,New York,2,116.39,0.0,1.5,79.53,0.48,0.02,3.79,5.81
2025-09-17 04:00:00,New York,2,116.13,0.0,1.46,78.82,0.46,0.02,3.82,5.44
2025-09-17 05:00:00,New York,2,115.07,0.0,1.33,77.67,0.45,0.01,3.77,5.33
2025-09-17 06:00:00,New York,2,113.75,0.0,1.19,76.71,0.44,0.01,3.46,4.94
2025-09-17 07:00:00,New York,2,112.34,0.0,1.1,75.98,0.43,0.0,3.28,4.76
2025-09-17 08:00:00,New York,2,111.66,0.0,1.09,75.16,0.45,0.0,3.3,4.82
2025-09-17 09:00:00,New York,2,110.61,0.0,1.14,73.57,0.48,0.0,3.41,4.93
2025-09-17 10:00:00,New York,2,109.92,0.0,1.2,72.22,0.52,0.0,3.58,4.99
2025-09-17 11:00:00,New York,2,109.85,0.0,1.33,71.01,0.53,0.0,3.63,4.9
2025-09-17 12:00:00,New York,2,111.03,0.0,1.74,69.94,0.55,0.01,3.5,4.7
2025-09-17 12:00:00,New York,2,109.87,0.0,1.31,71.58,0.44,0.01,3.16,5.18
2025-09-17 13:00:00,New York,2,113.75,0.0,2.46,68.96,0.56,0.02,3.3,4.4
2025-09-17 13:00:00,New York,2,111.91,0.0,1.81,69.12,0.44,0.01,3.14,5.06
2025-09-17 14:00:00,New York,2,112.95,0.02,2.09,66.61,0.45,0.02,3.08,4.96
2025-09-17 15:00:00,New York,2,112.72,0.04,2.14,65.14,0.44,0.02,2.46,3.95
2025-09-17 16:00:00,New York,2,112.13,0.06,2.23,63.89,0.45,0.02,2.1,3.4
2025-09-17 17:00:00,New York,2,112.1,0.09,2.3,63.4,0.47,0.02,2.1,3.42
2025-09-17 18:00:00,New York,2,111.81,0.11,2.33,62.25,0.5,0.02,2.4,3.89
2025-09-17 19:00:00,New York,2,112.32,0.13,2.41,61.26,0.53,0.02,2.72,4.26
2025-09-17 20:00:00,New York,1,113.8,0.13,2.7,59.85,0.56,0.02,3.01,4.56
2025-09-17 21:00:00,New York,1,115.89,0.11,3.23,57.81,0.59,0.02,3.16,4.63
2025-09-17 22:00:00,New York,1,118.78,0.08,3.93,56.0,0.59,0.02,3.03,4.3
2025-09-17 23:00:00,New York,1,122.1,0.03,4.66,54.76,0.58,0.04,2.75,3.77
2025-09-18 00:00:00,New York,1,123.96,0.0,4.96,54.67,0.6,0.04,2.5,3.42
2025-09-18 01:00:00,New York,1,124.83,0.0,4.95,55.13,0.63,0.04,2.35,3.28
2025-09-18 02:00:00,New York,1,131.87,0.0,6.97,50.24,0.9,0.06,2.29,3.21
2025-09-18 03:00:00,New York,1,133.08,0.0,7.08,47.39,0.96,0.06,2.34,3.46
2025-09-18 04:00:00,New York,1,135.57,0.0,7.51,44.73,1.02,0.06,2.42,3.75
2025-09-18 05:00:00,New York,1,136.77,0.0,7.72,41.6,1.08,0.06,2.52,4.04
2025-09-18 06:00:00,New York,1,137.14,0.0,7.74,37.84,1.12,0.05,2.6,4.23
2025-09-18 07:00:00,New York,1,137.69,0.0,7.95,34.78,1.19,0.05,2.65,4.32
2025-09-18 08:00:00,New York,1,140.15,0.0,8.61,31.99,1.3,0.05,2.74,4.34
2025-09-18 09:00:00,New York,1,142.7,0.0,9.27,29.73,1.4,0.04,2.93,4.47
2025-09-18 10:00:00,New York,1,145.44,0.0,9.87,28.78,1.52,0.03,3.21,4.76
2025-09-18 11:00:00,New York,1,151.25,0.0,11.02,32.66,1.77,0.03,3.66,5.35
2025-09-18 12:00:00,New York,1,160.14,0.0,13.33,29.33,2.1,0.04,4.24,5.99
2025-09-18 13:00:00,New York,1,174.02,0.23,16.79,24.76,2.6,0.06,5.05,6.94
2025-09-18 14:00:00,New York,1,186.69,1.49,18.5,22.97,3.13,0.08,5.91,7.96
2025-09-18 15:00:00,New York,1,195.11,2.89,18.88,23.8,3.68,0.09,6.64,8.84
2025-09-18 16:00:00,New York,1,200.76,3.61,19.05,27.75,4.15,0.11,7.25,9.54
2025-09-18 17:00:00,New York,1,170.0,2.3,12.87,52.96,2.94,0.02,5.87,7.53
2025-09-18 18:00:00,New York,2,154.11,1.3,8.36,73.29,2.3,0.0,5.77,6.99
2025-09-18 19:00:00,New York,2,149.86,0.77,5.65,92.2,2.13,0.0,7.83,8.87
2025-09-18 20:00:00,New York,3,146.88,0.43,3.7,108.99,2.07,0.01,10.01,10.95
2025-09-18 21:00:00,New York,3,142.34,0.25,2.99,114.43,2.03,0.03,10.55,11.44
2025-09-18 22:00:00,New York,3,140.8,0.17,3.24,113.95,2.04,0.08,10.28,11.17
2025-09-18 23:00:00,New York,3,147.97,0.15,5.36,104.15,2.06,0.2,10.11,11.12
2025-09-19 00:00:00,New York,2,159.49,0.05,8.32,89.38,1.99,0.34,10.2,11.45
2025-09-19 01:00:00,New York,2,168.78,0.0,9.71,80.07,1.85,0.47,10.61,12.11
2025-09-19 02:00:00,New York,2,172.36,0.0,9.77,74.17,1.67,0.47,11.2,12.87
2025-09-19 03:00:00,New York,2,174.27,0.0,9.35,71.15,1.68,0.43,11.77,13.58
2025-09-19 04:00:00,New York,2,173.5,0.0,8.71,69.89,1.89,0.4,12.06,13.93
2025-09-19 05:00:00,New York,2,170.2,0.0,7.61,70.47,2.17,0.34,12.29,14.11
2025-09-19 06:00:00,New York,2,169.78,0.0,6.73,69.13,2.26,0.25,12.83,14.63
2025-09-19 07:00:00,New York,2,172.07,0.0,6.25,66.38,2.32,0.2,13.65,15.48
2025-09-19 08:00:00,New York,2,176.09,0.0,6.24,59.72,2.14,0.14,14.46,16.36
2025-09-19 09:00:00,New York,2,181.67,0.0,6.51,50.34,1.77,0.11,15.16,17.17
2025-09-19 10:00:00,New York,2,188.16,0.0,7.09,41.72,1.58,0.11,15.71,17.76
2025-09-19 11:00:00,New York,2,195.49,0.0,8.0,32.95,1.41,0.11,16.03,17.9
2025-09-19 12:00:00,New York,2,207.08,0.02,9.81,23.22,1.22,0.14,16.22,18.18
2025-09-19 13:00:00,New York,2,226.82,1.22,11.41,15.41,1.12,0.18,16.38,18.55
2025-09-19 14:00:00,New York,2,245.81,5.31,9.0,15.13,1.12,0.22,16.34,18.84
2025-09-19 15:00:00,New York,2,259.88,7.79,8.32,17.78,1.17,0.28,16.26,19.13
2025-09-19 16:00:00,New York,2,271.74,7.93,9.69,25.84,1.32,0.38,16.86,20.07
2025-09-19 17:00:00,New York,3,214.68,1.51,7.23,106.86,5.74,0.61,18.22,20.73
2025-09-19 18:00:00,New York,3,197.55,0.56,4.06,135.94,5.48,0.49,20.76,22.92
2025-09-19 19:00:00,New York,4,195.63,0.35,3.11,151.28,5.24,0.44,23.21,25.34
2025-09-19 20:00:00,New York,4,175.18,0.24,2.3,150.16,4.05,0.39,18.97,20.55
2025-09-19 21:00:00,New York,4,165.99,0.21,2.34,146.04,3.38,0.43,16.5,17.84
2025-09-19 22:00:00,New York,4,165.05,0.19,2.95,142.97,3.12,0.5,15.36,16.63
2025-09-19 23:00:00,New York,3,179.55,0.26,6.93,114.82,2.48,0.63,14.81,16.26
2025-09-20 00:00:00,New York,2,202.99,0.08,12.12,82.6,1.85,0.71,14.75,16.61
2025-09-20 01:00:00,New York,2,218.82,0.0,14.8,63.79,1.45,0.72,14.56,16.91
2025-09-20 02:00:00,New York,2,225.51,0.0,15.89,51.69,1.2,0.66,14.16,16.84
2025-09-20 03:00:00,New York,2,231.35,0.0,17.03,42.6,1.17,0.65,13.59,16.33
2025-09-20 04:00:00,New York,2,233.82,0.0,18.4,36.39,1.44,0.68,12.22,14.68
2025-09-20 05:00:00,New York,1,221.9,0.0,17.85,39.38,2.39,0.76,9.3,11.16
2025-09-20 06:00:00,New York,1,210.45,0.0,16.56,38.33,2.68,0.72,6.85,8.35
2025-09-20 07:00:00,New York,1,199.47,0.0,15.38,38.44,2.99,0.7,5.12,6.56
2025-09-20 08:00:00,New York,1,193.45,0.0,15.36,39.51,3.7,0.77,4.41,6.12
2025-09-20 09:00:00,New York,1,195.34,0.0,16.25,38.82,4.21,0.83,4.45,6.55
2025-09-20 10:00:00,New York,1,192.86,0.0,16.41,38.36,4.28,0.82,4.48,6.9
2025-09-20 11:00:00,New York,1,181.84,0.0,15.15,38.11,3.86,0.75,4.09,6.62
2025-09-20 12:00:00,New York,1,170.3,0.0,13.75,37.94,3.34,0.67,3.49,6.1
2025-09-20 13:00:00,New York,1,161.84,0.51,12.28,39.61,2.91,0.61,2.97,5.78
2025-09-20 14:00:00,New York,1,152.75,1.78,8.59,45.85,2.54,0.56,2.64,5.76
2025-09-20 15:00:00,New York,1,144.0,2.01,6.35,53.96,2.35,0.51,2.6,6.08
2025-09-20 16:00:00,New York,2,137.84,1.57,4.89,64.46,2.22,0.47,3.05,6.86
2025-09-20 17:00:00,New York,2,133.39,0.82,3.01,78.21,1.88,0.37,4.16,8.21
2025-09-20 18:00:00,New York,2,129.28,0.41,1.77,87.26,1.57,0.29,5.28,9.81
2025-09-20 19:00:00,New York,2,125.27,0.25,1.22,91.26,1.31,0.23,5.67,10.7
2025-09-20 20:00:00,New York,2,122.36,0.19,1.0,92.63,1.08,0.18,5.41,10.41
2025-09-20 21:00:00,New York,2,119.2,0.16,1.0,91.45,0.91,0.15,4.87,9.95
2025-09-20 22:00:00,New York,2,116.21,0.15,1.17,89.1,0.81,0.14,4.26,9.64
2025-09-20 23:00:00,New York,2,114.29,0.11,1.67,84.94,0.77,0.14,3.7,9.41
2025-09-21 00:00:00,New York,2,113.25,0.02,2.22,80.72,0.78,0.15,3.3,9.46
2025-09-21 01:00:00,New York,2,112.38,0.0,2.27,78.5,0.78,0.14,3.06,9.54
2025-09-21 02:00:00,New York,2,109.61,0.0,2.06,76.86,0.75,0.11,2.87,9.44
2025-09-21 03:00:00,New York,2,108.53,0.0,1.92,76.13,0.73,0.09,2.78,9.37
2025-09-21 04:00:00,New York,2,107.71,0.0,1.86,75.56,0.72,0.07,2.72,9.22
2025-09-21 05:00:00,New York,2,106.19,0.0,1.76,74.08,0.69,0.06,2.67,8.96
2025-09-21 06:00:00,New York,2,105.36,0.0,1.6,72.56,0.66,0.05,2.63,8.71
2025-09-21 07:00:00,New York,2,104.24,0.0,1.42,71.67,0.64,0.04,2.59,8.46
2025-09-21 08:00:00,New York,2,103.21,0.0,1.34,70.7,0.63,0.04,2.55,8.24
2025-09-21 09:00:00,New York,2,102.73,0.0,1.31,70.11,0.65,0.04,2.51,8.1
2025-09-21 10:00:00,New York,2,102.43,0.0,1.36,70.16,0.67,0.04,2.47,7.98
2025-09-21 11:00:00,New York,2,102.27,0.0,1.55,70.25,0.7,0.04,2.4,7.81
2025-09-21 12:00:00,New York,2,104.28,0.0,2.18,70.47,0.75,0.06,2.32,7.66
2025-09-21 13:00:00,New York,2,108.69,0.04,3.3,70.7,0.82,0.09,2.24,7.48
