Date,City,Air Quality Index,Carbon Monoxide,Nitric Oxide,Nitrogen Oxide,Ozone,Sulfur Dioxide,Ammonia,Particulate matter 2.5 micrometers,Particulate matter 10 micrometers
2025-09-05 12:00:00,Cape Town,2,71.23,0.0,0.02,69.06,0.26,0.0,2.31,10.66
2025-09-05 13:00:00,Cape Town,2,70.98,0.0,0.02,70.23,0.25,0.0,2.18,9.98
2025-09-05 14:00:00,Cape Town,2,70.72,0.0,0.02,70.51,0.23,0.0,2.0,8.99
2025-09-05 15:00:00,Cape Town,2,70.82,0.0,0.02,70.6,0.22,0.0,1.81,7.98
2025-09-05 16:00:00,Cape Town,2,71.19,0.0,0.03,70.23,0.21,0.0,1.66,7.17
2025-09-05 17:00:00,Cape Town,2,71.68,0.0,0.03,69.44,0.2,0.0,1.5,6.38
2025-09-05 18:00:00,Cape Town,2,72.43,0.0,0.04,68.76,0.19,0.0,1.36,5.65
2025-09-05 19:00:00,Cape Town,2,73.08,0.0,0.04,68.02,0.17,0.0,1.26,5.11
2025-09-05 20:00:00,Cape Town,2,73.65,0.0,0.04,67.32,0.16,0.0,1.19,4.76
2025-09-05 21:00:00,Cape Town,2,74.12,0.0,0.04,66.79,0.15,0.0,1.16,4.6
2025-09-05 22:00:00,Cape Town,2,74.34,0.0,0.04,66.43,0.15,0.0,1.15,4.52
2025-09-05 23:00:00,Cape Town,2,74.51,0.0,0.04,65.88,0.15,0.0,1.14,4.46
2025-09-06 00:00:00,Cape Town,2,74.59,0.0,0.04,65.66,0.14,0.0,1.12,4.33
2025-09-06 01:00:00,Cape Town,2,74.48,0.0,0.05,65.46,0.13,0.0,1.09,4.17
2025-09-06 02:00:00,Cape Town,2,74.6,0.0,0.06,65.83,0.13,0.0,1.05,4.03
2025-09-06 03:00:00,Cape Town,2,74.63,0.0,0.06,65.38,0.13,0.0,1.06,4.03
2025-09-06 04:00:00,Cape Town,2,74.38,0.0,0.06,64.85,0.13,0.0,1.08,4.07
2025-09-06 05:00:00,Cape Town,2,74.22,0.0,0.06,64.52,0.13,0.0,1.08,4.07
2025-09-06 06:00:00,Cape Town,2,74.13,0.0,0.06,64.31,0.13,0.0,1.09,4.05
2025-09-06 07:00:00,Cape Town,2,74.15,0.0,0.06,64.22,0.12,0.0,1.09,4.01
2025-09-06 08:00:00,Cape Town,2,73.96,0.01,0.06,64.01,0.12,0.0,1.08,3.95
2025-09-06 09:00:00,Cape Town,2,73.88,0.01,0.05,63.91,0.12,0.0,1.08,3.92
2025-09-06 10:00:00,Cape Town,2,73.79,0.01,0.04,63.89,0.12,0.0,1.08,3.88
2025-09-06 11:00:00,Cape Town,2,73.65,0.01,0.04,63.93,0.11,0.0,1.07,3.82
2025-09-06 12:00:00,Cape Town,2,73.46,0.01,0.03,64.0,0.11,0.0,1.05,3.72
2025-09-06 13:00:00,Cape Town,2,73.26,0.01,0.03,64.09,0.11,0.0,1.03,3.62
2025-09-06 14:00:00,Cape Town,2,73.29,0.01,0.03,64.59,0.1,0.0,1.01,3.56
2025-09-06 15:00:00,Cape Town,2,73.17,0.01,0.04,64.67,0.1,0.0,1.0,3.52
2025-09-06 16:00:00,Cape Town,2,73.05,0.01,0.04,64.75,0.1,0.0,0.99,3.48
2025-09-06 17:00:00,Cape Town,2,73.05,0.0,0.05,65.1,0.1,0.0,0.97,3.43
2025-09-06 18:00:00,Cape Town,2,73.06,0.0,0.06,65.48,0.1,0.0,0.95,3.37
2025-09-06 19:00:00,Cape Town,2,73.14,0.0,0.06,65.91,0.11,0.0,0.93,3.32
2025-09-06 20:00:00,Cape Town,2,73.14,0.0,0.06,66.26,0.11,0.0,0.9,3.27
2025-09-06 21:00:00,Cape Town,2,73.14,0.0,0.06,66.82,0.11,0.0,0.88,3.23
2025-09-06 22:00:00,Cape Town,2,73.14,0.0,0.05,67.16,0.12,0.0,0.86,3.19
2025-09-06 23:00:00,Cape Town,2,73.21,0.0,0.05,67.24,0.13,0.0,0.85,3.2
2025-09-07 00:00:00,Cape Town,2,73.18,0.0,0.05,67.22,0.13,0.0,0.85,3.24
2025-09-07 01:00:00,Cape Town,2,73.28,0.0,0.05,67.07,0.14,0.0,0.86,3.32
2025-09-07 02:00:00,Cape Town,2,73.13,0.0,0.05,66.65,0.15,0.0,0.87,3.4
2025-09-07 03:00:00,Cape Town,2,73.03,0.0,0.05,66.22,0.15,0.0,0.88,3.46
2025-09-07 04:00:00,Cape Town,2,72.97,0.0,0.05,65.69,0.16,0.0,0.89,3.49
2025-09-07 05:00:00,Cape Town,2,72.77,0.0,0.05,65.36,0.16,0.0,0.89,3.5
2025-09-07 06:00:00,Cape Town,2,72.65,0.0,0.05,65.29,0.17,0.0,0.88,3.49
2025-09-07 07:00:00,Cape Town,2,72.32,0.0,0.05,65.27,0.17,0.0,0.88,3.48
2025-09-07 08:00:00,Cape Town,2,71.98,0.0,0.05,65.39,0.17,0.0,0.86,3.43
2025-09-07 09:00:00,Cape Town,2,71.57,0.01,0.05,65.76,0.17,0.0,0.85,3.39
2025-09-07 10:00:00,Cape Town,2,71.32,0.01,0.04,66.13,0.17,0.0,0.84,3.35
2025-09-07 11:00:00,Cape Town,2,70.9,0.01,0.03,66.62,0.16,0.0,0.84,3.37
2025-09-07 12:00:00,Cape Town,2,70.61,0.01,0.03,66.84,0.16,0.0,0.85,3.45
2025-09-07 13:00:00,Cape Town,2,70.24,0.01,0.02,66.79,0.17,0.0,0.88,3.58
2025-09-07 14:00:00,Cape Town,2,69.69,0.01,0.02,66.73,0.17,0.0,0.91,3.74
2025-09-07 15:00:00,Cape Town,2,69.23,0.0,0.02,66.6,0.17,0.0,0.94,3.88
2025-09-07 16:00:00,Cape Town,2,68.92,0.0,0.03,66.7,0.18,0.0,0.96,4.02
2025-09-07 17:00:00,Cape Town,2,68.7,0.0,0.03,67.05,0.18,0.0,1.0,4.24
2025-09-07 18:00:00,Cape Town,2,68.27,0.0,0.04,67.17,0.19,0.0,1.06,4.58
2025-09-07 19:00:00,Cape Town,2,67.86,0.0,0.04,67.08,0.21,0.0,1.13,4.99
2025-09-07 20:00:00,Cape Town,2,67.8,0.0,0.04,67.36,0.22,0.0,1.2,5.37
2025-09-07 21:00:00,Cape Town,2,67.82,0.0,0.05,67.61,0.22,0.0,1.26,5.65
2025-09-07 22:00:00,Cape Town,2,67.8,0.0,0.05,68.1,0.23,0.0,1.3,5.83
2025-09-07 23:00:00,Cape Town,2,67.85,0.0,0.05,68.59,0.23,0.0,1.33,5.99
2025-09-08 00:00:00,Cape Town,2,68.0,0.0,0.06,69.03,0.24,0.0,1.35,6.09
2025-09-08 01:00:00,Cape Town,2,68.33,0.0,0.06,69.3,0.24,0.0,1.35,6.11
2025-09-08 02:00:00,Cape Town,2,68.68,0.0,0.06,69.65,0.24,0.0,1.32,6.02
2025-09-08 03:00:00,Cape Town,2,68.96,0.0,0.06,69.62,0.24,0.0,1.29,5.83
2025-09-08 04:00:00,Cape Town,2,69.1,0.0,0.07,69.14,0.24,0.01,1.26,5.68
2025-09-08 05:00:00,Cape Town,2,69.42,0.0,0.08,68.58,0.24,0.01,1.27,5.66
2025-09-08 06:00:00,Cape Town,2,69.87,0.0,0.09,67.76,0.25,0.01,1.32,5.8
2025-09-08 07:00:00,Cape Town,2,70.19,0.0,0.11,66.89,0.26,0.01,1.38,5.97
2025-09-08 08:00:00,Cape Town,2,70.35,0.01,0.12,66.11,0.27,0.01,1.43,6.1
2025-09-08 09:00:00,Cape Town,2,70.35,0.02,0.11,65.53,0.28,0.01,1.49,6.29
2025-09-08 10:00:00,Cape Town,2,70.14,0.02,0.1,65.36,0.29,0.01,1.57,6.62
2025-09-08 11:00:00,Cape Town,2,70.23,0.02,0.09,65.34,0.31,0.01,1.7,7.13
2025-09-08 12:00:00,Cape Town,2,70.12,0.02,0.09,65.33,0.33,0.01,1.84,7.65
2025-09-08 13:00:00,Cape Town,2,69.97,0.02,0.08,65.25,0.34,0.01,1.93,7.96
2025-09-08 14:00:00,Cape Town,2,69.79,0.02,0.07,65.41,0.35,0.01,2.01,8.29
2025-09-08 15:00:00,Cape Town,2,69.68,0.02,0.08,65.25,0.36,0.01,2.11,8.66
2025-09-08 16:00:00,Cape Town,2,69.63,0.02,0.1,64.9,0.37,0.0,2.22,9.04
2025-09-08 17:00:00,Cape Town,2,69.8,0.01,0.13,64.32,0.38,0.0,2.33,9.4
2025-09-08 18:00:00,Cape Town,2,69.92,0.0,0.18,63.81,0.39,0.0,2.45,9.69
2025-09-08 19:00:00,Cape Town,2,70.16,0.0,0.22,63.58,0.4,0.0,2.59,9.87
2025-09-08 20:00:00,Cape Town,2,70.27,0.0,0.26,63.61,0.42,0.01,2.74,10.12
2025-09-08 21:00:00,Cape Town,2,70.31,0.0,0.28,63.45,0.44,0.01,2.9,10.61
2025-09-08 22:00:00,Cape Town,2,70.45,0.0,0.3,63.03,0.46,0.02,3.01,10.97
2025-09-08 23:00:00,Cape Town,2,70.96,0.0,0.31,62.39,0.47,0.02,3.03,11.05
2025-09-09 00:00:00,Cape Town,2,71.52,0.0,0.33,61.76,0.49,0.03,3.03,10.94
2025-09-09 01:00:00,Cape Town,2,72.41,0.0,0.36,60.95,0.5,0.04,3.01,10.73
2025-09-09 02:00:00,Cape Town,2,73.45,0.0,0.41,60.3,0.53,0.04,3.11,10.93
2025-09-09 03:00:00,Cape Town,1,74.32,0.0,0.49,59.17,0.59,0.05,3.26,11.26
2025-09-09 04:00:00,Cape Town,1,76.07,0.0,0.6,57.77,0.73,0.09,3.36,11.32
2025-09-09 05:00:00,Cape Town,1,80.92,0.0,0.81,56.11,1.01,0.15,3.55,11.52
2025-09-09 06:00:00,Cape Town,1,94.58,0.0,1.33,53.51,1.36,0.22,4.07,12.26
2025-09-09 07:00:00,Cape Town,1,120.81,0.06,2.25,49.78,1.68,0.28,5.17,13.87
2025-09-09 08:00:00,Cape Town,1,151.22,0.46,2.63,47.71,1.91,0.31,7.29,16.87
2025-09-09 09:00:00,Cape Town,2,174.94,0.63,2.37,51.56,1.99,0.29,10.86,21.58
2025-09-09 10:00:00,Cape Town,2,186.52,0.4,1.63,61.75,1.82,0.22,16.13,27.74
2025-09-09 11:00:00,Cape Town,2,189.0,0.19,0.89,71.9,1.68,0.16,21.41,33.31
2025-09-09 12:00:00,Cape Town,3,187.24,0.11,0.55,77.84,1.57,0.12,25.17,37.08
2025-09-09 12:00:00,Cape Town,2,178.04,0.1,0.5,74.76,1.55,0.12,21.95,33.69
2025-09-09 13:00:00,Cape Town,3,182.43,0.08,0.42,79.49,1.41,0.07,27.12,39.23
2025-09-09 13:00:00,Cape Town,2,173.92,0.07,0.37,75.79,1.34,0.06,23.83,35.81
2025-09-09 14:00:00,Cape Town,2,160.46,0.06,0.32,74.26,1.15,0.03,22.43,34.2
2025-09-09 15:00:00,Cape Town,2,143.53,0.05,0.3,71.93,1.0,0.01,19.33,30.58
2025-09-09 16:00:00,Cape Town,2,128.66,0.04,0.31,69.73,0.92,0.01,16.01,26.7
2025-09-09 17:00:00,Cape Town,2,117.86,0.01,0.34,67.99,0.86,0.01,13.05,23.14
2025-09-09 18:00:00,Cape Town,2,110.94,0.0,0.34,66.37,0.79,0.01,11.07,20.92
2025-09-09 19:00:00,Cape Town,2,106.11,0.0,0.3,65.09,0.73,0.01,9.92,19.91
2025-09-09 20:00:00,Cape Town,2,101.9,0.0,0.27,64.14,0.66,0.0,8.96,18.25
2025-09-09 21:00:00,Cape Town,2,99.32,0.0,0.24,63.47,0.58,0.0,8.18,16.18
2025-09-09 22:00:00,Cape Town,2,97.89,0.0,0.22,63.03,0.52,0.0,7.77,14.8
2025-09-09 23:00:00,Cape Town,2,96.77,0.0,0.21,62.69,0.49,0.0,7.53,14.16
2025-09-10 00:00:00,Cape Town,2,96.04,0.0,0.2,62.2,0.49,0.0,7.42,13.94
2025-09-10 01:00:00,Cape Town,2,96.74,0.0,0.2,62.09,0.5,0.0,7.38,13.82
2025-09-10 02:00:00,Cape Town,2,107.35,0.0,0.26,64.38,0.66,0.02,8.45,14.93
2025-09-10 03:00:00,Cape Town,2,110.04,0.0,0.28,64.9,0.71,0.03,8.5,14.78
2025-09-10 04:00:00,Cape Town,2,113.49,0.0,0.32,65.86,0.78,0.04,8.59,14.73
2025-09-10 05:00:00,Cape Town,2,116.14,0.0,0.36,66.56,0.89,0.07,8.46,14.3
2025-09-10 06:00:00,Cape Town,2,118.18,0.0,0.42,67.08,1.03,0.1,8.25,13.88
2025-09-10 07:00:00,Cape Town,2,120.11,0.0,0.54,67.13,1.19,0.15,8.06,13.61
2025-09-10 08:00:00,Cape Town,2,123.44,0.02,0.72,66.98,1.42,0.21,8.03,13.61
2025-09-10 09:00:00,Cape Town,2,128.07,0.06,0.84,67.17,1.67,0.26,8.18,13.87
2025-09-10 10:00:00,Cape Town,2,130.99,0.08,0.76,68.12,1.78,0.28,8.29,14.0
2025-09-10 11:00:00,Cape Town,2,129.69,0.07,0.51,69.73,1.68,0.26,8.13,13.63
2025-09-10 12:00:00,Cape Town,2,125.35,0.04,0.3,70.69,1.47,0.22,7.72,12.85
2025-09-10 13:00:00,Cape Town,2,119.78,0.03,0.2,70.78,1.23,0.18,7.16,11.84
2025-09-10 14:00:00,Cape Town,2,113.32,0.02,0.17,70.6,0.98,0.14,6.42,10.57
2025-09-10 15:00:00,Cape Town,2,106.99,0.01,0.17,70.14,0.76,0.11,5.58,9.21
2025-09-10 16:00:00,Cape Town,2,101.74,0.01,0.19,69.6,0.59,0.09,4.79,8.0
2025-09-10 17:00:00,Cape Town,2,97.8,0.0,0.2,69.22,0.46,0.07,4.13,7.04
2025-09-10 18:00:00,Cape Town,2,94.51,0.0,0.2,68.94,0.36,0.06,3.59,6.25
2025-09-10 19:00:00,Cape Town,2,91.93,0.0,0.19,68.2,0.28,0.05,3.15,5.59
2025-09-10 20:00:00,Cape Town,2,89.95,0.0,0.19,67.37,0.23,0.03,2.84,5.13
2025-09-10 21:00:00,Cape Town,2,89.01,0.0,0.19,66.51,0.21,0.02,2.68,4.89
2025-09-10 22:00:00,Cape Town,2,88.74,0.0,0.18,65.8,0.19,0.02,2.65,4.81
2025-09-10 23:00:00,Cape Town,2,89.14,0.0,0.18,65.2,0.18,0.01,2.71,4.87
2025-09-11 00:00:00,Cape Town,2,90.19,0.0,0.17,65.2,0.17,0.01,2.89,5.1
2025-09-11 01:00:00,Cape Town,2,91.91,0.0,0.16,65.62,0.17,0.01,3.16,5.45
2025-09-11 02:00:00,Cape Town,2,94.37,0.0,0.16,66.81,0.17,0.01,3.49,5.81
2025-09-11 03:00:00,Cape Town,2,96.49,0.0,0.16,67.64,0.17,0.01,3.79,6.08
2025-09-11 04:00:00,Cape Town,2,96.93,0.0,0.16,67.17,0.17,0.01,3.96,6.23
2025-09-11 05:00:00,Cape Town,2,94.59,0.0,0.14,65.68,0.16,0.0,3.84,6.01
2025-09-11 06:00:00,Cape Town,2,89.29,0.0,0.12,63.94,0.16,0.0,3.44,5.67
2025-09-11 07:00:00,Cape Town,2,82.69,0.0,0.1,62.79,0.17,0.0,2.92,5.61
2025-09-11 08:00:00,Cape Town,2,77.32,0.0,0.08,62.79,0.19,0.0,2.47,5.86
2025-09-11 09:00:00,Cape Town,2,74.13,0.01,0.05,63.41,0.21,0.0,2.21,6.21
2025-09-11 10:00:00,Cape Town,2,72.22,0.01,0.03,63.95,0.22,0.0,2.06,6.56
2025-09-11 11:00:00,Cape Town,2,71.12,0.01,0.03,64.19,0.24,0.0,1.98,6.91
2025-09-11 12:00:00,Cape Town,2,70.38,0.01,0.02,64.31,0.24,0.0,1.89,7.02
2025-09-11 13:00:00,Cape Town,2,69.65,0.01,0.02,64.32,0.23,0.0,1.81,6.93
2025-09-11 14:00:00,Cape Town,2,69.1,0.01,0.02,64.16,0.22,0.0,1.69,6.57
2025-09-11 15:00:00,Cape Town,2,68.81,0.01,0.02,64.05,0.21,0.0,1.57,6.11
2025-09-11 16:00:00,Cape Town,2,68.72,0.01,0.03,63.95,0.2,0.0,1.47,5.65
2025-09-11 17:00:00,Cape Town,2,68.78,0.0,0.04,63.89,0.19,0.0,1.35,5.13
2025-09-11 18:00:00,Cape Town,2,68.9,0.0,0.04,63.89,0.18,0.0,1.26,4.71
2025-09-11 19:00:00,Cape Town,2,69.01,0.0,0.04,64.08,0.17,0.0,1.2,4.45
2025-09-11 20:00:00,Cape Town,2,69.0,0.0,0.04,64.12,0.16,0.0,1.15,4.24
2025-09-11 21:00:00,Cape Town,2,69.04,0.0,0.04,64.5,0.16,0.0,1.13,4.19
2025-09-11 22:00:00,Cape Town,2,68.99,0.0,0.05,64.8,0.16,0.0,1.12,4.26
2025-09-11 23:00:00,Cape Town,2,68.89,0.0,0.05,65.32,0.17,0.0,1.12,4.4
2025-09-12 00:00:00,Cape Town,2,68.83,0.0,0.05,66.03,0.18,0.0,1.13,4.6
2025-09-12 01:00:00,Cape Town,2,68.7,0.0,0.06,66.63,0.19,0.0,1.15,4.83
2025-09-12 02:00:00,Cape Town,2,68.72,0.0,0.07,67.32,0.2,0.0,1.16,5.0
2025-09-12 03:00:00,Cape Town,2,68.74,0.0,0.07,67.64,0.2,0.0,1.14,5.0
2025-09-12 04:00:00,Cape Town,2,68.77,0.0,0.07,67.9,0.2,0.0,1.11,4.86
2025-09-12 05:00:00,Cape Town,2,68.96,0.0,0.07,67.97,0.19,0.0,1.06,4.64
2025-09-12 06:00:00,Cape Town,2,69.1,0.0,0.06,68.03,0.18,0.0,1.02,4.43
2025-09-12 07:00:00,Cape Town,2,69.2,0.0,0.07,67.99,0.17,0.0,1.0,4.31
2025-09-12 08:00:00,Cape Town,2,69.18,0.01,0.06,67.88,0.17,0.0,0.99,4.26
2025-09-12 09:00:00,Cape Town,2,69.18,0.01,0.05,67.55,0.16,0.0,0.99,4.2
2025-09-12 10:00:00,Cape Town,2,69.1,0.01,0.04,67.0,0.16,0.0,0.98,4.09
2025-09-12 11:00:00,Cape Town,2,69.04,0.01,0.03,66.37,0.15,0.0,0.97,3.95
2025-09-12 12:00:00,Cape Town,2,68.86,0.01,0.03,65.57,0.14,0.0,0.95,3.81
2025-09-12 13:00:00,Cape Town,2,68.67,0.01,0.02,64.48,0.13,0.0,0.93,3.67
2025-09-12 14:00:00,Cape Town,2,68.49,0.01,0.02,63.48,0.13,0.0,0.91,3.52
2025-09-12 15:00:00,Cape Town,2,68.24,0.01,0.02,62.93,0.13,0.0,0.9,3.48
2025-09-12 16:00:00,Cape Town,2,67.94,0.01,0.03,62.75,0.14,0.0,0.89,3.49
2025-09-12 17:00:00,Cape Town,2,67.95,0.0,0.04,62.84,0.14,0.0,0.89,3.56
2025-09-12 18:00:00,Cape Town,2,67.9,0.0,0.04,63.09,0.14,0.0,0.89,3.65
2025-09-12 19:00:00,Cape Town,2,67.88,0.0,0.04,63.32,0.14,0.0,0.9,3.77
2025-09-12 20:00:00,Cape Town,2,67.75,0.0,0.04,63.47,0.14,0.0,0.88,3.8
2025-09-12 21:00:00,Cape Town,2,67.67,0.0,0.04,63.82,0.14,0.0,0.86,3.7
2025-09-12 22:00:00,Cape Town,2,67.63,0.0,0.04,63.87,0.14,0.0,0.82,3.58
2025-09-12 23:00:00,Cape Town,2,67.59,0.0,0.04,63.89,0.14,0.0,0.79,3.42
2025-09-13 00:00:00,Cape Town,2,67.61,0.0,0.04,63.74,0.14,0.0,0.75,3.24
2025-09-13 01:00:00,Cape Town,2,67.63,0.0,0.04,63.6,0.14,0.0,0.71,3.04
2025-09-13 02:00:00,Cape Town,2,67.73,0.0,0.04,63.32,0.13,0.0,0.67,2.83
2025-09-13 03:00:00,Cape Town,2,67.8,0.0,0.04,63.19,0.13,0.0,0.64,2.66
2025-09-13 04:00:00,Cape Town,2,67.89,0.0,0.04,62.99,0.13,0.0,0.62,2.51
2025-09-13 05:00:00,Cape Town,2,68.03,0.0,0.04,62.92,0.13,0.0,0.6,2.36
2025-09-13 06:00:00,Cape Town,2,68.1,0.0,0.04,62.98,0.12,0.0,0.58,2.2
2025-09-13 07:00:00,Cape Town,2,68.17,0.0,0.04,63.22,0.12,0.0,0.55,2.07
2025-09-13 08:00:00,Cape Town,2,68.22,0.0,0.04,63.58,0.12,0.0,0.53,2.02
2025-09-13 09:00:00,Cape Town,2,68.29,0.01,0.04,63.98,0.13,0.0,0.54,2.08
2025-09-13 10:00:00,Cape Town,2,68.33,0.01,0.04,64.54,0.13,0.0,0.57,2.25
2025-09-13 11:00:00,Cape Town,2,68.43,0.01,0.03,65.01,0.14,0.0,0.6,2.45
2025-09-13 12:00:00,Cape Town,2,68.5,0.01,0.03,65.52,0.14,0.0,0.63,2.64
2025-09-13 12:00:00,Cape Town,2,68.54,0.01,0.02,64.56,0.12,0.0,0.59,2.39
2025-09-13 13:00:00,Cape Town,2,68.62,0.01,0.03,65.82,0.14,0.0,0.67,2.85
2025-09-13 13:00:00,Cape Town,2,68.53,0.01,0.02,64.69,0.12,0.0,0.62,2.53
2025-09-13 14:00:00,Cape Town,2,68.66,0.01,0.02,65.1,0.12,0.0,0.65,2.68
2025-09-13 15:00:00,Cape Town,2,68.74,0.0,0.03,65.53,0.12,0.0,0.67,2.82
2025-09-13 16:00:00,Cape Town,2,68.91,0.0,0.03,65.9,0.11,0.0,0.69,2.91
2025-09-13 17:00:00,Cape Town,2,68.97,0.0,0.04,66.21,0.11,0.0,0.7,2.95
2025-09-13 18:00:00,Cape Town,2,69.1,0.0,0.04,66.55,0.11,0.0,0.69,2.95
2025-09-13 19:00:00,Cape Town,2,69.13,0.0,0.04,66.65,0.11,0.0,0.69,2.92
2025-09-13 20:00:00,Cape Town,2,69.05,0.0,0.04,66.64,0.1,0.0,0.68,2.87
2025-09-13 21:00:00,Cape Town,2,68.98,0.0,0.04,66.6,0.1,0.0,0.66,2.8
2025-09-13 22:00:00,Cape Town,2,68.93,0.0,0.04,66.53,0.09,0.0,0.64,2.71
2025-09-13 23:00:00,Cape Town,2,68.85,0.0,0.04,66.37,0.08,0.0,0.62,2.61
2025-09-14 00:00:00,Cape Town,2,68.78,0.0,0.04,66.2,0.08,0.0,0.6,2.52
2025-09-14 01:00:00,Cape Town,2,68.71,0.0,0.04,66.06,0.08,0.0,0.58,2.44
2025-09-14 02:00:00,Cape Town,2,68.77,0.0,0.05,66.23,0.09,0.0,0.61,2.56
2025-09-14 03:00:00,Cape Town,2,68.64,0.0,0.06,65.88,0.09,0.0,0.6,2.49
2025-09-14 04:00:00,Cape Town,2,68.63,0.0,0.06,65.72,0.08,0.0,0.59,2.41
2025-09-14 05:00:00,Cape Town,2,68.58,0.0,0.06,65.67,0.08,0.0,0.57,2.31
2025-09-14 06:00:00,Cape Town,2,68.46,0.0,0.06,65.58,0.08,0.0,0.55,2.2
2025-09-14 07:00:00,Cape Town,2,68.41,0.0,0.07,65.76,0.07,0.0,0.54,2.08
2025-09-14 08:00:00,Cape Town,2,68.36,0.01,0.07,65.95,0.07,0.0,0.53,1.97
2025-09-14 09:00:00,Cape Town,2,68.29,0.01,0.06,66.09,0.07,0.0,0.53,1.87
2025-09-14 10:00:00,Cape Town,2,68.16,0.01,0.05,66.28,0.07,0.0,0.52,1.79
2025-09-14 11:00:00,Cape Town,2,68.09,0.01,0.04,66.1,0.07,0.0,0.51,1.74
2025-09-14 12:00:00,Cape Town,2,67.82,0.01,0.04,65.63,0.08,0.0,0.5,1.74
2025-09-14 13:00:00,Cape Town,2,67.65,0.01,0.03,65.11,0.08,0.0,0.5,1.77
2025-09-14 14:00:00,Cape Town,2,67.75,0.01,0.03,64.54,0.09,0.0,0.5,1.83
2025-09-14 15:00:00,Cape Town,2,67.68,0.01,0.04,63.97,0.1,0.0,0.51,1.91
2025-09-14 16:00:00,Cape Town,2,67.69,0.01,0.04,63.3,0.12,0.0,0.53,2.05
2025-09-14 17:00:00,Cape Town,2,67.87,0.0,0.05,62.99,0.13,0.0,0.55,2.26
2025-09-14 18:00:00,Cape Town,2,67.98,0.0,0.06,62.61,0.15,0.0,0.57,2.51
2025-09-14 19:00:00,Cape Town,2,67.97,0.0,0.07,62.23,0.16,0.0,0.61,2.76
2025-09-14 20:00:00,Cape Town,2,68.4,0.0,0.07,62.18,0.18,0.0,0.67,3.03
2025-09-14 21:00:00,Cape Town,2,68.9,0.0,0.08,62.2,0.2,0.0,0.74,3.39
2025-09-14 22:00:00,Cape Town,2,69.5,0.0,0.08,62.24,0.21,0.0,0.83,3.86
2025-09-14 23:00:00,Cape Town,2,69.89,0.0,0.08,62.19,0.23,0.0,0.94,4.48
2025-09-15 00:00:00,Cape Town,2,69.8,0.0,0.08,61.58,0.26,0.0,1.1,5.32
2025-09-15 01:00:00,Cape Town,2,69.32,0.0,0.09,60.72,0.28,0.0,1.29,6.44
2025-09-15 02:00:00,Cape Town,2,68.88,0.0,0.08,60.11,0.31,0.0,1.53,7.77
2025-09-15 03:00:00,Cape Town,1,68.61,0.0,0.08,59.96,0.33,0.0,1.74,8.98
2025-09-15 04:00:00,Cape Town,2,68.61,0.0,0.08,60.19,0.34,0.0,1.93,10.08
2025-09-15 05:00:00,Cape Town,2,69.18,0.0,0.07,60.91,0.34,0.0,2.07,10.92
2025-09-15 06:00:00,Cape Town,2,69.99,0.0,0.07,61.81,0.34,0.0,2.15,11.38
2025-09-15 07:00:00,Cape Town,2,71.04,0.0,0.08,63.02,0.33,0.0,2.15,11.46
2025-09-15 08:00:00,Cape Town,2,72.18,0.0,0.07,64.49,0.32,0.0,2.08,11.02
2025-09-15 09:00:00,Cape Town,2,73.23,0.0,0.07,65.76,0.32,0.0,2.11,11.1
2025-09-15 10:00:00,Cape Town,2,74.4,0.01,0.06,66.63,0.33,0.0,2.23,11.69
2025-09-15 11:00:00,Cape Town,2,75.67,0.0,0.06,66.65,0.35,0.0,2.28,10.88
2025-09-15 12:00:00,Cape Town,2,76.69,0.0,0.05,65.74,0.34,0.0,2.36,10.4
2025-09-15 13:00:00,Cape Town,2,77.75,0.0,0.05,64.04,0.35,0.0,2.51,10.47
2025-09-15 14:00:00,Cape Town,2,78.93,0.0,0.05,61.8,0.34,0.0,2.6,8.32
2025-09-15 15:00:00,Cape Town,1,79.76,0.0,0.05,59.32,0.31,0.0,2.6,7.08
2025-09-15 16:00:00,Cape Town,1,79.68,0.0,0.05,57.13,0.29,0.0,2.54,6.91
2025-09-15 17:00:00,Cape Town,1,78.73,0.0,0.06,56.23,0.29,0.0,2.63,8.22
2025-09-15 18:00:00,Cape Town,1,76.11,0.0,0.05,57.16,0.28,0.0,2.74,9.52
2025-09-15 19:00:00,Cape Town,1,72.82,0.0,0.05,59.59,0.28,0.0,2.89,10.47
2025-09-15 20:00:00,Cape Town,2,69.76,0.0,0.04,61.78,0.27,0.0,2.94,10.46
2025-09-15 21:00:00,Cape Town,2,68.26,0.0,0.04,62.78,0.25,0.0,2.85,9.62
2025-09-15 22:00:00,Cape Town,2,68.01,0.0,0.03,61.95,0.24,0.0,2.89,9.27
2025-09-15 23:00:00,Cape Town,1,67.83,0.0,0.03,59.32,0.23,0.0,2.89,8.71
2025-09-16 00:00:00,Cape Town,1,67.76,0.0,0.03,56.76,0.23,0.0,3.0,8.72
2025-09-16 01:00:00,Cape Town,1,67.71,0.0,0.03,56.26,0.23,0.0,3.13,9.42
2025-09-16 02:00:00,Cape Town,1,67.53,0.0,0.03,58.79,0.24,0.0,3.28,11.12
2025-09-16 03:00:00,Cape Town,2,68.05,0.0,0.03,63.22,0.26,0.0,3.28,12.34
2025-09-16 04:00:00,Cape Town,2,68.68,0.0,0.03,66.23,0.25,0.0,3.07,12.21
2025-09-16 05:00:00,Cape Town,2,69.2,0.0,0.03,67.04,0.24,0.0,2.81,11.76
